order_id,supplier_id,supplier_name,supplier_risk,product_id,product_name,category,order_date,planned_delivery,actual_delivery,planned_lead_days,actual_lead_days,on_time_delivery,quantity_ordered,defect_quantity,defect_rate,unit_price_eur,total_value_eur,invoice_match
PO-10907,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-06-30,2023-07-03,2023-07-03,3,3,True,139,1,0.0072,19.68,2735.52,True
PO-10908,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-11-18,2024-12-02,2024-12-02,14,14,True,273,48,0.1758,24.73,6751.29,True
PO-10909,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-07-01,2023-07-08,2023-07-11,7,10,False,193,5,0.0259,65.77,12693.61,True
PO-10910,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-01-29,2024-02-01,2024-02-01,3,3,True,141,3,0.0213,53.47,7539.27,True
PO-10911,SUP-002,Fischer Kunststoff AG,medium,VALV-001,"Ball Valve 1/2""",Valves,2023-08-09,2023-08-17,2023-08-17,8,8,True,241,15,0.0622,23.32,5620.12,True
PO-10912,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-06-11,2023-06-19,2023-06-19,8,8,True,210,11,0.0524,7.75,1627.5,True
PO-10913,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-04-23,2023-05-08,2023-05-15,15,22,False,361,44,0.1219,18.28,6599.08,True
PO-10914,SUP-006,Bauer Präzisionsteile,low,VALV-002,Pressure Relief Valve,Valves,2024-02-22,2024-02-25,2024-02-25,3,3,True,413,15,0.0363,75.36,31123.68,True
PO-10915,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-02-14,2023-02-24,2023-02-28,10,14,False,226,14,0.0619,65.72,14852.72,True
PO-10916,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-01-14,2024-01-17,2024-01-17,3,3,True,339,8,0.0236,64.69,21929.91,True
PO-10917,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-07-05,2024-07-18,2024-07-18,13,13,True,230,0,0.0,53.86,12387.8,True
PO-10918,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2024-11-22,2024-12-02,2024-12-02,10,10,True,226,1,0.0044,25.35,5729.1,True
PO-10919,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-02-18,2023-03-04,2023-03-06,14,16,False,440,68,0.1545,20.8,9152.0,True
PO-10920,SUP-001,Schmidt Metallteile GmbH,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-01-11,2023-01-15,2023-01-15,4,4,True,496,11,0.0222,26.16,12975.36,True
PO-10921,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-08-17,2023-08-24,2023-08-24,7,7,True,402,12,0.0299,72.25,29044.5,True
PO-10922,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-06-26,2024-07-05,2024-07-05,9,9,True,362,8,0.0221,15.34,5553.08,True
PO-10923,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-01-16,2023-01-25,2023-01-27,9,11,False,454,37,0.0815,4.55,2065.7,True
PO-10924,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-10-24,2023-10-31,2023-11-07,7,14,False,110,10,0.0909,20.69,2275.9,True
PO-10925,SUP-003,Müller Rohre & Armaturen,low,FIXT-001,Push-Fit Connector,Fittings,2023-12-25,2023-12-31,2023-12-31,6,6,True,235,5,0.0213,82.57,19403.95,True
PO-10926,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-06-02,2023-06-05,2023-06-05,3,3,True,164,4,0.0244,22.36,3667.04,True
PO-10927,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2023-12-06,2023-12-10,2023-12-13,4,7,False,255,5,0.0196,26.03,6637.65,False
PO-10928,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-10-18,2024-10-30,2024-10-30,12,12,True,51,1,0.0196,50.1,2555.1,True
PO-10929,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-12-17,2024-12-29,2024-12-29,12,12,True,138,15,0.1087,64.17,8855.46,True
PO-10930,SUP-008,Schneider Dichtungen GmbH,medium,VALV-002,Pressure Relief Valve,Valves,2023-05-29,2023-06-07,2023-06-07,9,9,True,321,12,0.0374,7.45,2391.45,True
PO-10931,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2023-10-02,2023-10-07,2023-10-07,5,5,True,135,3,0.0222,9.65,1302.75,True
PO-10932,SUP-003,Müller Rohre & Armaturen,low,FIXT-001,Push-Fit Connector,Fittings,2023-10-16,2023-10-21,2023-10-21,5,5,True,460,3,0.0065,31.89,14669.4,True
PO-10933,SUP-003,Müller Rohre & Armaturen,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-01-04,2024-01-10,2024-01-10,6,6,True,240,2,0.0083,12.19,2925.6,True
PO-10934,SUP-001,Schmidt Metallteile GmbH,low,SEAL-002,Press Fitting Seal,Seals,2023-06-26,2023-06-30,2023-06-30,4,4,True,389,8,0.0206,20.01,7783.89,True
PO-10935,SUP-002,Fischer Kunststoff AG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-03-29,2024-04-07,2024-04-11,9,13,False,235,1,0.0043,52.45,12325.75,True
PO-10936,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-08-22,2024-08-29,2024-08-29,7,7,True,395,12,0.0304,19.07,7532.65,True
PO-10937,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-04-16,2023-04-19,2023-04-19,3,3,True,85,0,0.0,26.08,2216.8,True
PO-10938,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-03-30,2024-04-08,2024-04-08,9,9,True,336,17,0.0506,57.43,19296.48,True
PO-10939,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-05-08,2023-05-18,2023-05-18,10,10,True,315,23,0.073,39.61,12477.15,True
PO-10940,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2023-11-19,2023-12-05,2023-12-05,16,16,True,158,28,0.1772,76.63,12107.54,True
PO-10941,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-03-12,2023-03-21,2023-03-21,9,9,True,421,18,0.0428,36.22,15248.62,True
PO-10942,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-08-28,2024-09-03,2024-09-03,6,6,True,114,2,0.0175,49.71,5666.94,True
PO-10943,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-04-15,2024-04-26,2024-04-26,11,11,True,432,34,0.0787,79.44,34318.08,True
PO-10944,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2023-09-27,2023-09-30,2023-10-05,3,8,False,400,9,0.0225,49.63,19852.0,True
PO-10945,SUP-006,Bauer Präzisionsteile,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-12-06,2024-12-10,2024-12-10,4,4,True,124,1,0.0081,73.81,9152.44,True
PO-10946,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-10-22,2023-10-30,2023-10-30,8,8,True,476,38,0.0798,19.64,9348.64,True
PO-10947,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-07-07,2024-07-19,2024-07-22,12,15,False,465,33,0.071,61.87,28769.55,True
PO-10948,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-10-31,2024-11-09,2024-11-13,9,13,False,442,37,0.0837,36.03,15925.26,True
PO-10949,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-12-22,2024-01-02,2024-01-04,11,13,False,199,5,0.0251,20.51,4081.49,False
PO-10950,SUP-006,Bauer Präzisionsteile,low,VALV-001,"Ball Valve 1/2""",Valves,2023-02-17,2023-02-21,2023-02-21,4,4,True,321,0,0.0,66.21,21253.41,True
PO-10951,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-12-03,2023-12-10,2023-12-10,7,7,True,377,36,0.0955,9.9,3732.3,True
PO-10952,SUP-004,Weber International Ltd.,high,VALV-002,Pressure Relief Valve,Valves,2023-03-23,2023-04-05,2023-04-05,13,13,True,457,60,0.1313,15.29,6987.53,True
PO-10953,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-12-06,2024-12-12,2024-12-12,6,6,True,250,21,0.084,49.54,12385.0,True
PO-10954,SUP-001,Schmidt Metallteile GmbH,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-08-19,2024-08-23,2024-08-27,4,8,False,490,2,0.0041,62.31,30531.9,True
PO-10955,SUP-007,Hoffmann Global Supply,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-07-21,2024-08-06,2024-08-06,16,16,True,154,28,0.1818,17.15,2641.1,True
PO-10956,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-08-13,2023-08-21,2023-08-21,8,8,True,342,27,0.0789,26.03,8902.26,True
PO-10957,SUP-006,Bauer Präzisionsteile,low,VALV-002,Pressure Relief Valve,Valves,2024-02-24,2024-02-27,2024-02-27,3,3,True,203,4,0.0197,26.2,5318.6,True
PO-10958,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-12-16,2024-12-26,2024-12-26,10,10,True,475,14,0.0295,3.74,1776.5,True
PO-10959,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-10-04,2023-10-18,2023-10-18,14,14,True,237,41,0.173,62.66,14850.42,True
PO-10960,SUP-004,Weber International Ltd.,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-06-28,2024-07-10,2024-07-10,12,12,True,315,25,0.0794,27.54,8675.1,True
PO-10961,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-06-23,2024-07-03,2024-07-03,10,10,True,158,8,0.0506,10.59,1673.22,False
PO-10962,SUP-003,Müller Rohre & Armaturen,low,VALV-002,Pressure Relief Valve,Valves,2023-04-09,2023-04-14,2023-04-14,5,5,True,336,12,0.0357,69.99,23516.64,True
PO-10963,SUP-005,Krause Logistik KG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-12-09,2024-12-16,2024-12-18,7,9,False,69,3,0.0435,69.12,4769.28,False
PO-10964,SUP-004,Weber International Ltd.,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-01-22,2024-02-02,2024-02-02,11,11,True,339,65,0.1917,82.96,28123.44,True
PO-10965,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-12-06,2024-12-14,2024-12-16,8,10,False,294,25,0.085,26.42,7767.48,True
PO-10966,SUP-004,Weber International Ltd.,high,SEAL-002,Press Fitting Seal,Seals,2023-11-26,2023-12-08,2023-12-12,12,16,False,215,6,0.0279,53.58,11519.7,True
PO-10967,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-06-27,2023-07-04,2023-07-04,7,7,True,463,8,0.0173,77.53,35896.39,True
PO-10968,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-03-20,2024-04-01,2024-04-04,12,15,False,160,29,0.1812,79.35,12696.0,True
PO-10969,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-04-21,2024-04-27,2024-04-27,6,6,True,202,5,0.0248,77.54,15663.08,True
PO-10970,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-06-14,2024-06-19,2024-06-21,5,7,False,72,0,0.0,61.5,4428.0,True
PO-10971,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2024-08-11,2024-08-17,2024-08-17,6,6,True,336,4,0.0119,53.65,18026.4,True
PO-10972,SUP-001,Schmidt Metallteile GmbH,low,SEAL-002,Press Fitting Seal,Seals,2023-08-18,2023-08-23,2023-08-23,5,5,True,205,0,0.0,4.96,1016.8,True
PO-10973,SUP-004,Weber International Ltd.,high,VALV-001,"Ball Valve 1/2""",Valves,2024-01-17,2024-01-29,2024-02-05,12,19,False,87,14,0.1609,11.27,980.49,True
PO-10974,SUP-003,Müller Rohre & Armaturen,low,FIXT-001,Push-Fit Connector,Fittings,2024-11-11,2024-11-18,2024-11-18,7,7,True,69,1,0.0145,34.14,2355.66,True
PO-10975,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2024-11-12,2024-11-20,2024-11-20,8,8,True,463,31,0.067,42.23,19552.49,True
PO-10976,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-01-03,2023-01-13,2023-01-13,10,10,True,391,31,0.0793,21.56,8429.96,True
PO-10977,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-11-07,2024-11-12,2024-11-12,5,5,True,102,0,0.0,26.58,2711.16,True
PO-10978,SUP-003,Müller Rohre & Armaturen,low,VALV-002,Pressure Relief Valve,Valves,2023-02-16,2023-02-22,2023-02-22,6,6,True,289,9,0.0311,16.7,4826.3,True
PO-10979,SUP-003,Müller Rohre & Armaturen,low,FIXT-001,Push-Fit Connector,Fittings,2024-01-16,2024-01-21,2024-01-21,5,5,True,378,9,0.0238,60.09,22714.02,True
PO-10980,SUP-005,Krause Logistik KG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-04-20,2024-04-27,2024-05-01,7,11,False,418,13,0.0311,41.7,17430.6,True
PO-10981,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-12-17,2024-12-25,2024-12-25,8,8,True,191,0,0.0,58.02,11081.82,True
PO-10982,SUP-001,Schmidt Metallteile GmbH,low,SEAL-002,Press Fitting Seal,Seals,2023-06-07,2023-06-12,2023-06-12,5,5,True,300,9,0.03,82.8,24840.0,True
PO-10983,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2023-01-03,2023-01-08,2023-01-08,5,5,True,65,1,0.0154,55.4,3601.0,True
PO-10984,SUP-006,Bauer Präzisionsteile,low,VALV-001,"Ball Valve 1/2""",Valves,2024-07-14,2024-07-19,2024-07-19,5,5,True,335,8,0.0239,81.18,27195.3,True
PO-10985,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-12-18,2024-12-22,2024-12-22,4,4,True,367,1,0.0027,36.68,13461.56,True
PO-10986,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-09-06,2023-09-15,2023-09-15,9,9,True,206,17,0.0825,64.27,13239.62,True
PO-10987,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2023-03-07,2023-03-12,2023-03-12,5,5,True,377,4,0.0106,31.6,11913.2,True
PO-10988,SUP-005,Krause Logistik KG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-03-02,2023-03-08,2023-03-08,6,6,True,295,27,0.0915,5.06,1492.7,True
PO-10989,SUP-006,Bauer Präzisionsteile,low,VALV-001,"Ball Valve 1/2""",Valves,2023-04-12,2023-04-16,2023-04-16,4,4,True,259,4,0.0154,35.87,9290.33,True
PO-10990,SUP-007,Hoffmann Global Supply,high,SEAL-001,EPDM O-Ring Pack,Seals,2023-11-17,2023-12-03,2023-12-03,16,16,True,162,22,0.1358,32.92,5333.04,True
PO-10991,SUP-007,Hoffmann Global Supply,high,VALV-001,"Ball Valve 1/2""",Valves,2023-04-21,2023-05-05,2023-05-12,14,21,False,69,0,0.0,23.02,1588.38,True
PO-10992,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-01-23,2023-02-01,2023-02-03,9,11,False,62,2,0.0323,8.98,556.76,True
PO-10993,SUP-006,Bauer Präzisionsteile,low,VALV-002,Pressure Relief Valve,Valves,2024-12-05,2024-12-09,2024-12-09,4,4,True,442,7,0.0158,60.29,26648.18,True
PO-10994,SUP-004,Weber International Ltd.,high,FIXT-002,Elbow 90deg 15mm,Fittings,2023-07-15,2023-07-26,2023-07-30,11,15,False,177,9,0.0508,69.23,12253.71,True
PO-10995,SUP-005,Krause Logistik KG,medium,VALV-002,Pressure Relief Valve,Valves,2024-10-13,2024-10-20,2024-10-20,7,7,True,278,7,0.0252,73.69,20485.82,True
PO-10996,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2024-12-13,2024-12-19,2024-12-19,6,6,True,138,4,0.029,59.28,8180.64,True
PO-10997,SUP-001,Schmidt Metallteile GmbH,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-18,2024-03-22,2024-03-22,4,4,True,196,3,0.0153,42.41,8312.36,True
PO-10998,SUP-001,Schmidt Metallteile GmbH,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-01-14,2023-01-19,2023-01-19,5,5,True,235,0,0.0,40.46,9508.1,True
PO-10999,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-08-09,2023-08-19,2023-08-19,10,10,True,388,9,0.0232,34.52,13393.76,True
PO-11000,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-11-24,2023-12-10,2023-12-10,16,16,True,496,79,0.1593,20.77,10301.92,False
PO-11001,SUP-007,Hoffmann Global Supply,high,SEAL-002,Press Fitting Seal,Seals,2023-12-12,2023-12-26,2023-12-31,14,19,False,256,15,0.0586,40.46,10357.76,False
PO-11002,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2023-01-11,2023-01-19,2023-01-19,8,8,True,315,2,0.0063,9.58,3017.7,True
PO-11003,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-01-17,2023-01-30,2023-02-05,13,19,False,303,39,0.1287,71.66,21712.98,True
PO-11004,SUP-006,Bauer Präzisionsteile,low,SEAL-002,Press Fitting Seal,Seals,2023-07-23,2023-07-26,2023-07-26,3,3,True,424,4,0.0094,53.11,22518.64,True
PO-11005,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-09-23,2023-10-01,2023-10-01,8,8,True,344,7,0.0203,62.23,21407.12,True
PO-11006,SUP-003,Müller Rohre & Armaturen,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-12-25,2024-12-30,2024-12-30,5,5,True,373,0,0.0,29.47,10992.31,True
PO-11007,SUP-007,Hoffmann Global Supply,high,SEAL-001,EPDM O-Ring Pack,Seals,2023-04-19,2023-05-03,2023-05-03,14,14,True,457,7,0.0153,50.67,23156.19,True
PO-11008,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-07-22,2024-07-26,2024-07-26,4,4,True,376,8,0.0213,77.71,29218.96,True
PO-11009,SUP-007,Hoffmann Global Supply,high,SEAL-002,Press Fitting Seal,Seals,2023-03-27,2023-04-11,2023-04-11,15,15,True,414,55,0.1329,54.17,22426.38,True
PO-11010,SUP-003,Müller Rohre & Armaturen,low,VALV-001,"Ball Valve 1/2""",Valves,2023-12-17,2023-12-23,2023-12-23,6,6,True,212,7,0.033,54.15,11479.8,True
PO-11011,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-11,2024-03-19,2024-03-25,8,14,False,167,9,0.0539,70.19,11721.73,True
PO-11012,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-01-25,2024-01-28,2024-01-28,3,3,True,403,13,0.0323,8.28,3336.84,True
PO-11013,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-09-26,2024-10-01,2024-10-01,5,5,True,247,2,0.0081,64.89,16027.83,True
PO-11014,SUP-003,Müller Rohre & Armaturen,low,VALV-002,Pressure Relief Valve,Valves,2023-02-20,2023-02-27,2023-02-27,7,7,True,171,3,0.0175,10.49,1793.79,True
PO-11015,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-05-06,2024-05-15,2024-05-15,9,9,True,117,9,0.0769,36.29,4245.93,True
PO-11016,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-11-19,2023-11-28,2023-11-30,9,11,False,482,44,0.0913,23.52,11336.64,True
PO-11017,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-09-14,2023-09-21,2023-09-21,7,7,True,436,5,0.0115,47.2,20579.2,True
PO-11018,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-04-24,2023-05-04,2023-05-04,10,10,True,408,4,0.0098,45.27,18470.16,True
PO-11019,SUP-006,Bauer Präzisionsteile,low,FIXT-001,Push-Fit Connector,Fittings,2023-07-18,2023-07-23,2023-07-23,5,5,True,299,10,0.0334,80.34,24021.66,True
PO-11020,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2023-01-06,2023-01-13,2023-01-13,7,7,True,332,23,0.0693,49.17,16324.44,True
PO-11021,SUP-003,Müller Rohre & Armaturen,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-08-13,2024-08-19,2024-08-19,6,6,True,429,15,0.035,27.44,11771.76,True
PO-11022,SUP-001,Schmidt Metallteile GmbH,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-09-16,2024-09-21,2024-09-21,5,5,True,92,1,0.0109,3.27,300.84,False
PO-11023,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2024-06-26,2024-06-30,2024-06-30,4,4,True,488,14,0.0287,16.08,7847.04,True
PO-11024,SUP-006,Bauer Präzisionsteile,low,SEAL-002,Press Fitting Seal,Seals,2024-12-11,2024-12-15,2024-12-15,4,4,True,214,5,0.0234,6.38,1365.32,True
PO-11025,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-05-30,2024-06-06,2024-06-06,7,7,True,284,25,0.088,24.39,6926.76,True
PO-11026,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-11-06,2024-11-11,2024-11-11,5,5,True,70,0,0.0,39.17,2741.9,True
PO-11027,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-07-24,2023-07-28,2023-07-28,4,4,True,342,5,0.0146,18.3,6258.6,True
PO-11028,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-11-21,2023-12-06,2023-12-06,15,15,True,275,1,0.0036,14.66,4031.5,True
PO-11029,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-03-01,2023-03-05,2023-03-05,4,4,True,288,0,0.0,56.87,16378.56,True
PO-11030,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-12-23,2024-01-05,2024-01-05,13,13,True,106,6,0.0566,47.45,5029.7,True
PO-11031,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2023-03-10,2023-03-15,2023-03-15,5,5,True,330,7,0.0212,55.53,18324.9,True
PO-11032,SUP-003,Müller Rohre & Armaturen,low,VALV-002,Pressure Relief Valve,Valves,2024-02-17,2024-02-23,2024-02-23,6,6,True,489,5,0.0102,54.51,26655.39,True
PO-11033,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2024-03-19,2024-03-24,2024-03-24,5,5,True,106,1,0.0094,42.1,4462.6,True
PO-11034,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-02-21,2024-03-01,2024-03-01,9,9,True,279,27,0.0968,57.65,16084.35,True
PO-11035,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-03-29,2023-04-05,2023-04-05,7,7,True,450,18,0.04,52.63,23683.5,True
PO-11036,SUP-003,Müller Rohre & Armaturen,low,VALV-001,"Ball Valve 1/2""",Valves,2023-08-02,2023-08-08,2023-08-08,6,6,True,80,1,0.0125,18.1,1448.0,True
PO-11037,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2023-08-25,2023-08-31,2023-08-31,6,6,True,95,2,0.0211,84.4,8018.0,True
PO-11038,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-04-17,2024-04-30,2024-05-05,13,18,False,341,23,0.0674,70.95,24193.95,True
PO-11039,SUP-003,Müller Rohre & Armaturen,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-04-30,2024-05-06,2024-05-06,6,6,True,417,5,0.012,80.1,33401.7,False
PO-11040,SUP-004,Weber International Ltd.,high,SEAL-002,Press Fitting Seal,Seals,2023-12-02,2023-12-13,2023-12-18,11,16,False,196,37,0.1888,83.76,16416.96,True
PO-11041,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-05-18,2024-05-25,2024-05-25,7,7,True,476,22,0.0462,72.59,34552.84,True
PO-11042,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-04-05,2024-04-13,2024-04-17,8,12,False,51,1,0.0196,45.33,2311.83,True
PO-11043,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-12-03,2023-12-11,2023-12-18,8,15,False,190,1,0.0053,51.08,9705.2,True
PO-11044,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-07-26,2024-08-05,2024-08-05,10,10,True,291,2,0.0069,29.35,8540.85,True
PO-11045,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-01-19,2024-01-25,2024-01-25,6,6,True,225,4,0.0178,69.35,15603.75,True
PO-11046,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2023-05-03,2023-05-09,2023-05-09,6,6,True,354,8,0.0226,27.36,9685.44,True
PO-11047,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-08-23,2023-08-28,2023-08-28,5,5,True,363,1,0.0028,29.95,10871.85,True
PO-11048,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-07-10,2024-07-21,2024-07-21,11,11,True,70,12,0.1714,59.25,4147.5,True
